,full_name,resale_price,registered_year,engine_capacity,transmission_type,kms_driven,owner_type,fuel_type,seats,mileage,body_type
16249,Maruti Swift VXI 2018,743000.0,2020,1197,Manual,9429,First Owner,Petrol,5,22.0,Hatchback
16251,Tata Nano Twist XTA,285000.0,2016,624,Automatic,69373,First Owner,Petrol,4,25.4,Hatchback
16252,Skoda Rapid 1.6 MPI AT Elegance Plus,725000.0,2015,1598,Automatic,77483,First Owner,Petrol,5,14.3,Sedan
16254,Jeep Compass 1.4 Limited,1525000.0,2018,1368,Automatic,55000,First Owner,Petrol,5,16.0,SUV
16255,Hyundai Creta 1.6 SX Option,1450000.0,2019,1591,Manual,32000,First Owner,Petrol,5,15.8,SUV
16256,Honda Jazz 1.2 VX i VTEC,660000.0,2016,1199,Manual,35302,First Owner,Petrol,5,18.7,Hatchback
16257,Maruti Ritz VXI,320000.0,2009,1197,Manual,65000,Third Owner,Petrol,5,21.1,Hatchback
16258,Hyundai Verna 1.6 SX VTVT,849000.0,2017,1591,Manual,67443,First Owner,Petrol,5,17.01,Sedan
16259,Hyundai Verna VTVT 1.6 AT SX Plus,1175000.0,2019,1591,Automatic,21860,First Owner,Petrol,5,17.0,Sedan
16260,Maruti Ertiga VXI AT,1175000.0,2020,1462,Automatic,27100,First Owner,Petrol,7,17.99,MUV
16261,Hyundai i20 1.2 Asta,484999.99999999994,2012,1197,Manual,69896,Second Owner,Petrol,5,17.0,Hatchback
16262,Kia Carnival Prestige,2975000.0,2020,2199,Automatic,42885,First Owner,Diesel,7,14.11,MUV
16263,Tata Altroz XZ Plus Dark Edition BSVI,944999.9999999999,2022,1199,Manual,9777,First Owner,Petrol,5,19.33,Hatchback
16264,Ford Endeavour 3.2 Titanium AT 4X4,2875000.0,2017,3198,Automatic,81000,Second Owner,Diesel,7,10.91,SUV
16265,Land Rover Range Rover Sport 3.0 D Autobiography Dynamic,166000.0,2019,2993,Automatic,17000,First Owner,Diesel,5,12.65,SUV
16266,Audi Q7 45 TDI Quattro Premium Plus,5800000.0,2017,2967,Automatic,79000,First Owner,Diesel,7,14.75,SUV
16267,Volkswagen Polo 1.5 TDI Highline,725000.0,2016,1498,Manual,60875,First Owner,Diesel,5,20.14,Hatchback
16268,Maruti Swift ZXI Plus,725000.0,2018,1197,Manual,24288,First Owner,Petrol,5,22.0,Hatchback
16269,Honda Brio 1.2 S Option MT,525000.0,2018,1198,Manual,26633,First Owner,Petrol,5,18.5,Hatchback
16270,Kia Seltos GTX Plus DCT,1720000.0,2020,1353,Automatic,9000,First Owner,Petrol,5,16.5,SUV
16271,Porsche Cayenne Diesel,3450000.0,2013,2967,Automatic,80000,First Owner,Diesel,5,15.15,SUV
16272,Land Rover Range Rover Evoque 2.0 TD4 SE Dynamic,4925000.0,2019,1999,Automatic,34000,First Owner,Diesel,5,15.68,SUV
16273,Maruti Baleno 1.2 Alpha,765000.0,2018,1197,Manual,50027,First Owner,Petrol,5,21.4,Hatchback
16274,Mahindra Thar CRDe,975000.0,2018,2498,Manual,32000,Second Owner,Diesel,6,16.55,SUV
16275,Toyota Innova Crysta 2.8 GX AT BSIV,2050000.0,2018,2755,Automatic,86000,Second Owner,Diesel,7,11.36,MUV
16276,Fiat Punto 1.3 Dynamic,330000.0,2012,1248,Manual,41000,Second Owner,Diesel,5,20.3,Hatchback
16277,Maruti SX4 Celebration Diesel,335000.0,2012,1248,Manual,174398,First Owner,Diesel,5,21.5,Sedan
16278,Hyundai Creta 1.6 VTVT S,949000.0,2016,1591,Manual,35715,First Owner,Petrol,5,15.29,SUV
16279,Hyundai Verna 1.6 SX,565000.0,2012,1582,Manual,99101,First Owner,Diesel,5,22.32,Sedan
16280,Maruti Wagon R AMT VXI,509999.99999999994,2017,998,Automatic,22068,Second Owner,Petrol,5,20.51,Hatchback
16281,Mercedes-Benz GL-Class 350 CDI Blue Efficiency,4300000.0,2014,2987,Automatic,81000,Second Owner,Diesel,7,11.3,SUV
16282,Maruti SX4 S Cross Zeta DDiS 200 SH,925000.0,2018,1248,Manual,98000,First Owner,Diesel,5,25.1,SUV
16283,Maruti XL6 Zeta,1263000.0,2021,1462,Manual,53000,First Owner,Petrol,6,19.01,MUV
16284,BMW 3 Series GT Luxury Line,2850000.0,2017,1995,Automatic,140000,First Owner,Diesel,5,21.76,Sedan
16285,Maruti Wagon R ZXI AMT 1.2,625000.0,2019,1197,Automatic,30000,First Owner,Petrol,5,20.52,Hatchback
16286,Maruti Alto K10 2010-2014 VXI,285000.0,2012,998,Manual,94000,Second Owner,Petrol,5,20.92,Hatchback
16287,Ford Freestyle Titanium Plus Petrol BSIV,665000.0,2018,1194,Manual,43169,First Owner,Petrol,5,19.0,Hatchback
16288,Ford Ecosport 1.5 Ti VCT AT Titanium,699000.0,2015,1499,Automatic,55198,Second Owner,Petrol,5,16.5,SUV
16290,Kia Carens Luxury Plus Turbo 2022-2023,1750000.0,2022,1353,Manual,7437,First Owner,Petrol,7,16.2,MUV
16291,Hyundai Creta 1.6 SX Diesel,1050000.0,2016,1582,Manual,56000,First Owner,Diesel,5,20.5,SUV
16292,Mahindra Thar LX 4-Str Hard Top Diesel BSVI,1775000.0,2022,2184,Manual,9000,First Owner,Diesel,4,15.2,SUV
16293,Maruti Swift Dzire AMT ZDI Plus,880000.0000000001,2019,1248,Automatic,49000,First Owner,Diesel,5,28.4,Sedan
16294,Hyundai Tucson 2.0 e-VGT 2WD AT GL,1490000.0,2017,1995,Automatic,51000,First Owner,Diesel,5,16.38,SUV
16295,Maruti Swift Dzire ZXI 1.2 BS IV,775000.0,2019,1197,Manual,54000,First Owner,Petrol,5,22.0,Sedan
16296,Maruti Ertiga VXI Petrol,875000.0,2018,1462,Manual,55000,First Owner,Petrol,7,19.34,MUV
16297,Maruti Alto K10 VXI,365000.0,2017,998,Manual,56000,First Owner,Petrol,5,23.95,Hatchback
16298,Mahindra XUV500 W9 BSIV,1650000.0,2019,2179,Manual,80000,First Owner,Diesel,7,15.1,SUV
16300,Hyundai Creta 1.6 CRDi SX Plus,985000.0,2015,1582,Manual,49526,Second Owner,Diesel,5,19.67,SUV
16301,Maruti Alto K10 VXI AGS Optional,484999.99999999994,2019,998,Automatic,14996,First Owner,Petrol,5,23.95,Hatchback
16302,Ford Ecosport 1.5 DV5 MT Titanium Optional,665000.0,2013,1498,Manual,78000,First Owner,Diesel,5,22.7,SUV
16303,Mahindra XUV500 W10 2WD,1350000.0,2015,2179,Manual,29000,Second Owner,Diesel,7,16.0,SUV
16304,Hyundai Venue SX Plus Turbo DCT,1275000.0,2020,998,Automatic,26000,First Owner,Petrol,5,18.15,SUV
16305,Fiat Punto 1.3 Dynamic,345000.0,2012,1248,Manual,126830,Second Owner,Diesel,5,20.3,Hatchback
16306,BMW X1 xDrive 20d xLine,1475000.0,2013,1995,Automatic,33000,Second Owner,Diesel,5,20.68,SUV
16307,Renault Duster RXS Option CVT BSIV,925000.0,2019,1498,Automatic,61000,Second Owner,Petrol,5,13.9,SUV
16308,BMW X1 sDrive20d xLine,4150000.0,2021,1995,Automatic,17000,Second Owner,Diesel,5,19.62,SUV
16310,Kia Seltos GTX Plus,1745000.0,2020,1353,Manual,14000,First Owner,Petrol,5,16.5,SUV
16311,Mercedes-Benz E-Class E250 CDI Elegance,2150000.0,2011,2143,Automatic,11000,Second Owner,Diesel,5,14.21,Sedan
16312,Kia Seltos GTX Plus DCT,1745000.0,2019,1353,Automatic,19000,First Owner,Petrol,5,16.5,SUV
16313,Honda City V MT AVN,385000.0,2011,1497,Manual,47745,First Owner,Petrol,5,16.8,Sedan
16314,Toyota Corolla Altis 1.8 VL AT,425000.0,2008,1794,Automatic,117000,Second Owner,Petrol,5,14.53,Sedan
16315,MG Astor Sharp BSVI,1495000.0,2022,1498,Manual,9289,First Owner,Petrol,5,15.43,SUV
16316,Audi A6 35 TDI Premium,1100000.0,2012,1968,Automatic,87000,Third Owner,Diesel,5,17.68,Sedan
16317,Hyundai i10 Era,385000.0,2012,1086,Manual,51234,First Owner,Petrol,5,19.81,Hatchback
16318,Hyundai Creta 1.6 E Plus,900000.0,2017,1591,Manual,33000,Second Owner,Petrol,5,15.8,SUV
16319,Hyundai Verna VTVT 1.6 SX Option,975000.0,2018,1591,Manual,8000,First Owner,Petrol,5,17.0,Sedan
16320,Maruti Eeco 5 Seater AC CNG BSVI,700000.0,2022,1197,Manual,11000,First Owner,CNG,5,26.78,Maruti
16321,Volkswagen T-Roc TSI,2250000.0,2020,1498,Automatic,42000,First Owner,Petrol,5,18.4,SUV
16322,Mahindra XUV500 W8 2WD,1040000.0,2015,2179,Manual,76000,First Owner,Diesel,7,16.0,SUV
16323,Maruti Swift 1.2 VXi BSII,320000.0,2008,1197,Manual,63000,First Owner,Petrol,5,16.1,Hatchback
16324,Honda City 1.5 S AT,495000.0,2013,1497,Automatic,42000,Second Owner,Petrol,5,16.8,Sedan
16325,Maruti Baleno RS,790000.0,2018,998,Manual,57000,First Owner,Petrol,5,21.1,Hatchback
16326,Honda Jazz 1.2 VX i VTEC,690000.0,2018,1199,Manual,29000,First Owner,Petrol,5,18.7,Hatchback
16327,Mahindra XUV500 W11 Option,1800000.0,2019,2179,Manual,53000,First Owner,Diesel,7,15.1,SUV
16328,Mahindra TUV 300 T10,890000.0,2017,1493,Manual,23000,First Owner,Diesel,7,18.49,SUV
16329,Hyundai i20 Petrol Asta,690000.0,2017,1197,Manual,50000,Second Owner,Petrol,5,18.6,Hatchback
16330,Volkswagen Polo GT TSI,795000.0,2016,1197,Automatic,68000,First Owner,Petrol,5,17.21,Hatchback
16331,Hyundai Creta 1.6 SX Automatic Diesel,1575000.0,2019,1582,Automatic,56000,First Owner,Diesel,5,17.6,SUV
16332,Kia Seltos GTX Plus DCT,1775000.0,2020,1353,Automatic,19000,First Owner,Petrol,5,16.5,SUV
16333,Mahindra XUV500 AT W9 2WD,1490000.0,2017,2179,Automatic,41000,First Owner,Diesel,7,16.0,SUV
16334,Honda City GXi,275000.0,2008,1497,Manual,80000,Second Owner,Petrol,5,17.7,Sedan
16335,Kia Seltos GTX Plus Diesel AT,1730000.0,2019,1493,Automatic,51000,First Owner,Diesel,5,18.0,SUV
16336,Volkswagen Polo 1.5 TDI Highline Plus,875000.0,2017,1498,Manual,53000,First Owner,Diesel,5,20.14,Hatchback
16337,Hyundai i20 1.2 Asta Option,745000.0,2018,1197,Manual,63754,First Owner,Petrol,5,18.6,Hatchback
16338,Hyundai i10 Era LPG,385000.0,2012,1086,Manual,51234,First Owner,LPG,5,19.0,Hatchback
16339,Maruti Celerio ZXI Plus AMT BSVI,725000.0,2022,998,Automatic,5000,First Owner,Petrol,5,26.0,Hatchback
16340,Volkswagen Polo GT 1.5 TDI,890000.0,2017,1498,Manual,50000,First Owner,Diesel,5,21.49,Hatchback
16341,Maruti XL6 Zeta AT,1390000.0,2021,1462,Automatic,23000,First Owner,Petrol,6,17.99,MUV
16342,Ford Endeavour Titanium Plus 4X4 AT,3600000.0,2020,1996,Automatic,51000,Second Owner,Diesel,7,12.4,SUV
16343,Renault Kiger RXT Turbo,785000.0,2021,999,Manual,7672,First Owner,Petrol,5,20.5,SUV
16344,Ford Ecosport 1.5 Petrol Titanium Plus BSIV,1075000.0,2020,1497,Manual,52000,First Owner,Petrol,5,17.0,SUV
16345,BMW 5 Series 520d Luxury Line,4500000.0,2018,1995,Automatic,45000,Second Owner,Diesel,5,20.37,Sedan
16346,Porsche Macan 2L,5975000.0,2017,1984,Automatic,41900,First Owner,Petrol,5,13.6,SUV
16347,Tata Tigor XZA Plus,785000.0,2020,1199,Automatic,39066,First Owner,Petrol,5,20.3,Sedan
16348,Volkswagen Polo 1.2 MPI Highline,645000.0,2016,1199,Manual,92000,Second Owner,Petrol,5,16.2,Hatchback
16349,Honda Jazz 1.2 S i VTEC,595000.0,2017,1199,Manual,39452,First Owner,Petrol,5,18.7,Hatchback
16350,Renault Triber RXZ BSIV,725000.0,2020,999,Manual,20796,First Owner,Petrol,7,20.0,MUV
16351,Tata Altroz XZ Option,875000.0,2022,1199,Manual,7767,First Owner,Petrol,5,18.53,Hatchback
16352,Renault KWID RXT,401000.0,2017,799,Manual,10230,First Owner,Petrol,5,25.17,Hatchback
16353,Mahindra Scorpio S7,1642000.0000000002,2022,2179,Manual,34925,First Owner,Diesel,7,15.4,SUV
16354,Ford Ecosport 1.5 Diesel Titanium Plus,865000.0,2019,1498,Manual,69000,First Owner,Diesel,5,21.7,SUV
16355,Volkswagen Polo 1.5 TDI Highline,675000.0,2016,1498,Manual,73000,First Owner,Diesel,5,20.14,Hatchback
16356,Ford Figo 1.5P Titanium AT,545000.0,2018,1499,Automatic,57000,Second Owner,Petrol,5,17.01,Hatchback
16357,Tata Nexon XZ Plus Diesel S,1095000.0,2020,1497,Manual,38000,Second Owner,Diesel,5,21.19,SUV
16358,Volkswagen Ameo 1.5 TDI Highline Plus AT,685000.0,2016,1498,Automatic,63000,First Owner,Diesel,5,22.0,Sedan
16359,Maruti Baleno 1.2 CVT Zeta,725000.0,2017,1197,Automatic,15000,Second Owner,Petrol,5,21.4,Hatchback
16360,Toyota Innova Crysta 2.4 GX MT,2100000.0,2018,2393,Manual,32900,First Owner,Diesel,7,13.68,MUV
16361,Audi Q7 4.2 TDI quattro,5800000.0,2017,4134,Automatic,73000,First Owner,Diesel,7,11.33,SUV
16362,Mercedes-Benz GLC 220,4500000.0,2019,2143,Automatic,50000,First Owner,Diesel,5,17.9,SUV
16363,Maruti Alto 800 VXI,400000.0,2018,796,Manual,69107,First Owner,Petrol,5,24.7,Hatchback
16364,Volvo XC 90 D5 Momentum,5475000.0,2018,1969,Automatic,76000,Second Owner,Diesel,7,17.2,SUV
16365,Maruti SX4 S Cross DDiS 200 Sigma,725000.0,2016,1248,Manual,60511,Second Owner,Diesel,5,23.65,SUV
16366,Maruti Alto 800 VXI,405000.0,2018,796,Manual,57998,First Owner,Petrol,5,24.7,Hatchback
16367,Skoda Rapid 1.5 TDI AT Ambition,565000.0,2015,1498,Automatic,127936,Second Owner,Diesel,5,21.66,Sedan
16368,Maruti Alto 800 LXI,315000.0,2015,796,Manual,34326,Second Owner,Petrol,5,22.74,Hatchback
16369,Volkswagen Ameo 1.5 TDI Highline AT,675000.0,2017,1498,Automatic,97395,First Owner,Diesel,5,22.0,Sedan
16370,Maruti Ciaz VXi,645000.0,2016,1373,Manual,55966,First Owner,Petrol,5,20.73,Sedan
16371,Maruti Swift AMT ZXI BSIV,745000.0,2018,1197,Automatic,52116,First Owner,Petrol,5,22.0,Hatchback
16372,Maruti Ignis 1.2 Delta BSIV,585000.0,2017,1197,Manual,37950,First Owner,Petrol,5,20.89,Hatchback
16373,Maruti Ertiga VXI ABS,685000.0,2014,1373,Manual,47193,Second Owner,Petrol,7,16.02,MUV
16374,Hyundai EON D Lite,299000.0,2014,814,Manual,27687,Second Owner,Petrol,5,21.1,Hatchback
16375,Hyundai Xcent 1.2 Kappa S,400000.0,2014,1197,Manual,76444,First Owner,Petrol,5,19.1,Sedan
16376,Tata Punch Creative IRA BSVI,844999.9999999999,2021,1199,Manual,13221,First Owner,Petrol,5,20.09,SUV
16377,Maruti Ertiga VXI ABS,645000.0,2013,1373,Manual,67471,Second Owner,Petrol,7,16.02,MUV
16378,Hyundai Grand i10 AT Asta,565000.0,2015,1197,Automatic,46423,First Owner,Petrol,5,18.9,Hatchback
16379,Hyundai i20 Sportz Turbo iMT,850000.0,2021,998,Manual,6300,Second Owner,Petrol,5,20.0,Hatchback
16380,Honda CR-V 2.4L 4WD AT,935000.0,2012,2354,Automatic,85565,Second Owner,Petrol,5,12.0,SUV
16381,Kia Carnival Limousine,3200000.0,2020,2199,Automatic,73517,First Owner,Diesel,7,14.11,MUV
16382,Maruti SX4 VXI,325000.0,2010,1586,Manual,39000,First Owner,Petrol,5,15.5,Sedan
16383,Maruti Celerio ZXI AMT,545000.0,2017,998,Automatic,23993,Second Owner,Petrol,5,21.63,Hatchback
16384,Renault Captur 1.5 Diesel Platine,949000.0,2018,1461,Manual,46071,First Owner,Diesel,5,20.37,SUV
16385,Hyundai Verna 1.6 SX,565000.0,2012,1582,Manual,62771,First Owner,Diesel,5,22.32,Sedan
16386,Maruti Swift VXI,585000.0,2016,1197,Manual,33647,First Owner,Petrol,5,21.21,Hatchback
16387,Mahindra XUV500 W9 BSIV,1668000.0,2019,2179,Manual,40562,Second Owner,Diesel,7,15.1,SUV
16388,Hyundai Grand i10 1.2 Kappa Sportz BSIV,655000.0,2018,1197,Manual,8752,First Owner,Petrol,5,18.9,Hatchback
16389,Maruti Baleno Zeta CVT,749000.0,2017,1197,Automatic,27015,Second Owner,Petrol,5,19.56,Hatchback
16390,Honda Jazz 1.2 S i VTEC,645000.0,2017,1199,Manual,36465,First Owner,Petrol,5,18.7,Hatchback
16391,Maruti SX4 S Cross Zeta,994999.9999999999,2020,1462,Manual,50222,First Owner,Petrol,5,18.55,SUV
16392,Maruti Ritz LDi,535000.0,2016,1248,Manual,40577,First Owner,Diesel,5,21.1,Hatchback
16393,Toyota Urban cruiser Premium AT,1223000.0,2021,1462,Automatic,22207,First Owner,Petrol,5,18.76,SUV
16394,Toyota Fortuner 4x2 AT,1950000.0,2014,2982,Automatic,66000,First Owner,Diesel,7,12.55,SUV
16395,Volkswagen Polo 1.5 TDI Highline,665000.0,2014,1498,Manual,58652,First Owner,Diesel,5,20.14,Hatchback
16396,Hyundai Verna 1.6 SX,625000.0,2014,1582,Manual,64000,Second Owner,Diesel,5,22.32,Sedan
16397,Volkswagen Vento 1.6 Highline Plus 16 Alloy,595000.0,2015,1598,Manual,80000,Third Owner,Petrol,5,16.09,Sedan
16398,BMW 3 Series 320d Luxury Line,1050000.0,2013,1995,Automatic,79000,Third Owner,Diesel,5,18.88,Sedan
16399,Renault Duster Petrol RXS,835000.0,2019,1498,Manual,31000,Second Owner,Petrol,5,14.99,SUV
16400,Renault Lodgy 85PS RxL,750000.0,2018,1461,Manual,71000,Second Owner,Diesel,8,21.04,MUV
16401,Mercedes-Benz CLA 200 Sport Edition,1675000.0,2015,1991,Automatic,113000,Fourth Owner,Petrol,5,15.04,Sedan
16402,Skoda Rapid 1.5 TDI AT Elegance Plus Black Package,575000.0,2015,1498,Automatic,122000,Third Owner,Diesel,5,21.66,Sedan
16403,Renault Pulse Petrol RxZ,325000.0,2013,1198,Manual,43000,Second Owner,Petrol,5,18.06,Hatchback
16404,Maruti SX4 Zxi with Leather BSIII,395000.0,2012,1586,Manual,141000,First Owner,Petrol,5,15.6,Sedan
16405,Toyota Innova 2.5 VX (Diesel) 7 Seater,1550000.0,2016,2494,Manual,80000,First Owner,Diesel,7,12.99,MUV
16406,Mahindra XUV500 W6 2WD,835000.0,2014,2179,Manual,72102,Second Owner,Diesel,7,15.1,SUV
16407,Hyundai i10 Magna 1.2 iTech SE,395000.0,2013,1197,Manual,79000,First Owner,Petrol,5,20.36,Hatchback
16408,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,1330000.0,2015,2494,Manual,129000,First Owner,Diesel,8,12.99,MUV
16409,Skoda Rapid 1.6 TDI Elegance Plus,650000.0,2013,1598,Manual,37949,First Owner,Diesel,5,20.5,Sedan
16410,Mahindra XUV500 W6 2WD,894999.9999999999,2014,2179,Manual,59618,First Owner,Diesel,7,16.0,SUV
16411,Nissan Micra XL,390000.0,2016,1198,Manual,17512,Second Owner,Petrol,5,18.44,Hatchback
16412,Honda Brio VX AT,395000.0,2014,1198,Automatic,65000,Second Owner,Petrol,5,16.5,Hatchback
16413,Mercedes-Benz A Class A180 Sport Edition,1450000.0,2013,1595,Automatic,34500,Third Owner,Petrol,5,15.5,Hatchback
16414,Ford Figo Diesel LXI,235000.0,2011,1399,Manual,110000,First Owner,Diesel,5,20.0,Hatchback
16415,BMW 5 Series 530d Highline,699000.0,2009,2993,Automatic,59000,Second Owner,Diesel,5,11.5,Sedan
16416,Tata Tiago 1.2 Revotron XZ,465000.00000000006,2019,1199,Manual,69000,Second Owner,Petrol,5,23.84,Hatchback
16417,Nissan Micra XE,390000.0,2010,1198,Manual,44824,Second Owner,Petrol,5,18.06,Hatchback
16418,Volkswagen Polo Diesel Trendline 1.2L,475000.0,2013,1199,Manual,75046,First Owner,Diesel,5,22.07,Hatchback
16419,Mahindra Scorpio S11,1900000.0,2022,2179,Manual,4000,First Owner,Diesel,7,15.4,SUV
16420,Maruti SX4 ZXI MT BSIV,350000.0,2007,1586,Manual,38000,Second Owner,Petrol,5,15.5,Sedan
16421,Hyundai Verna VTVT 1.6 SX Option,975000.0,2018,1591,Manual,69000,First Owner,Petrol,5,17.0,Sedan
16422,Mercedes-Benz A Class A200 CDI,1550000.0,2016,2143,Automatic,87000,First Owner,Diesel,5,20.0,Hatchback
16423,Maruti Swift VXI BSVI,710000.0,2021,1197,Manual,36000,First Owner,Petrol,5,22.38,Hatchback
16424,Maruti Baleno 1.3 Delta,699000.0,2016,1248,Manual,43048,First Owner,Diesel,5,27.39,Hatchback
16425,Jeep Compass 1.4 Limited,1775000.0,2018,1368,Automatic,33000,First Owner,Petrol,5,16.0,SUV
16426,Maruti Ciaz ZXi,590000.0,2014,1373,Manual,74854,Second Owner,Petrol,5,20.73,Sedan
16427,BMW 3 Series 320d Sport,2275000.0,2016,1995,Automatic,68000,Second Owner,Diesel,5,22.69,Sedan
16428,Mercedes-Benz B Class B200 Sport CDI,1750000.0,2015,2147,Automatic,42000,Second Owner,Diesel,5,15.0,Hatchback
16430,Maruti Baleno Delta,691000.0,2019,1197,Manual,59861,First Owner,Petrol,5,21.01,Hatchback
16432,Kia Seltos HTK Plus D,1445000.0,2019,1493,Manual,36867,First Owner,Diesel,5,20.8,SUV
16433,Maruti Celerio ZXI AT,495000.0,2016,998,Automatic,30937,First Owner,Petrol,5,23.1,Hatchback
16434,Hyundai Grand i10 1.2 Kappa Magna BSIV,557000.0,2017,1197,Manual,35683,First Owner,Petrol,5,18.9,Hatchback
16435,Land Rover Range Rover 3.0 Diesel LWB Vogue,155000.0,2017,2995,Automatic,39000,Second Owner,Diesel,5,13.33,SUV
16436,Toyota Fortuner 4x2 Manual,1825000.0,2014,2982,Manual,117305,Second Owner,Diesel,7,13.0,SUV
16437,Mahindra XUV500 W8 2WD,950000.0,2013,2179,Manual,78698,First Owner,Diesel,7,15.1,SUV
16438,Renault KWID 1.0 RXT,399000.0,2017,999,Manual,5407,First Owner,Petrol,5,23.01,Hatchback
16439,Hyundai i20 Magna 1.4 CRDi (Diesel),484999.99999999994,2012,1396,Manual,86873,First Owner,Diesel,5,21.9,Hatchback
16440,Hyundai i20 1.2 Asta Dual Tone,838000.0000000001,2018,1197,Manual,3437,First Owner,Petrol,5,18.6,Hatchback
16441,Renault Duster 1.5 Petrol RXL,755000.0,2017,1498,Manual,42772,First Owner,Petrol,5,14.19,SUV
16442,Tata Tigor 1.05 Revotorq XM,625000.0,2019,1047,Manual,13099,First Owner,Diesel,5,24.7,Sedan
16443,Honda City i-DTEC ZX,1100000.0,2017,1498,Manual,80562,First Owner,Diesel,5,25.6,Sedan
16444,Maruti Zen Estilo LXI BSIII,210000.0,2010,998,Manual,79075,First Owner,Petrol,5,18.2,Hatchback
16445,Volkswagen Polo 1.0 MPI Trendline,687000.0,2019,999,Manual,55000,First Owner,Petrol,5,17.74,Hatchback
16446,Audi Q3 2.0 TDI,1675000.0,2014,1968,Automatic,108000,Third Owner,Diesel,5,15.73,SUV
16447,Mahindra Bolero Neo N10 Limited Edition,1095000.0,2022,1493,Manual,9000,First Owner,Diesel,7,17.29,SUV
16448,Mahindra Scorpio 2.6 SLX,275000.0,2005,2179,Manual,125000,First Owner,Diesel,8,10.5,SUV
16449,Maruti Ertiga BSIV ZXI Plus,1075000.0,2019,1373,Manual,45000,First Owner,Petrol,7,17.5,MUV
16451,Tata Tiago 1.2 Revotron XZ,545000.0,2018,1199,Manual,58116,Second Owner,Petrol,5,23.84,Hatchback
16452,Tata Punch Creative IRA BSVI,787000.0,2021,1199,Manual,19125,First Owner,Petrol,5,20.09,SUV
16453,Honda Jazz 1.2 VX i VTEC,637000.0,2018,1199,Manual,71165,Second Owner,Petrol,5,18.7,Hatchback
16454,Hyundai Venue SX Turbo iMT,1112000.0,2021,998,Manual,23903,First Owner,Petrol,5,18.0,SUV
16455,Toyota Fortuner 4x2 AT,1948999.9999999998,2014,2982,Automatic,81184,First Owner,Diesel,7,12.55,SUV
16456,Hyundai Verna VTVT 1.6 SX,899000.0,2018,1591,Manual,61208,First Owner,Petrol,5,17.0,Sedan
16457,Maruti Ciaz 1.4 AT Zeta,800000.0,2018,1373,Automatic,74952,First Owner,Petrol,5,19.12,Sedan
16458,Maruti Swift VXI AMT BSVI,805000.0000000001,2021,1197,Automatic,14703,First Owner,Petrol,5,22.56,Hatchback
16459,Honda Brio S MT,385000.0,2013,1198,Manual,80000,First Owner,Petrol,5,19.4,Hatchback
16460,Honda Brio S MT,390000.0,2013,1198,Manual,34700,First Owner,Petrol,5,19.4,Hatchback
16461,Mercedes-Benz S-Class S 350 CDI,4900000.0,2014,2987,Automatic,36000,Second Owner,Diesel,5,13.5,Sedan
16462,Toyota Land Cruiser Prado TX,6575000.0,2011,2982,Automatic,57001,Third Owner,Diesel,7,11.0,SUV
16463,Tata Nexon 1.5 Revotorq XZ Plus,994999.9999999999,2018,1497,Manual,23251,First Owner,Diesel,5,21.5,SUV
16464,Honda City V AT,575000.0,2012,1497,Automatic,54627,First Owner,Petrol,5,15.6,Sedan
16465,Volkswagen Polo Petrol Comfortline 1.2L,525000.0,2014,1198,Manual,66736,Second Owner,Petrol,5,16.47,Hatchback
16466,Maruti Swift ZXI BSVI,838000.0000000001,2022,1197,Manual,19259,First Owner,Petrol,5,22.38,Hatchback
16467,Maruti XL6 Zeta,1134000.0,2020,1462,Manual,60920,First Owner,Petrol,6,19.01,MUV
16468,Hyundai i20 Sportz Diesel,1084000.0,2022,1493,Manual,23237,First Owner,Diesel,5,25.0,Hatchback
16469,Volkswagen Polo GT TSI,775000.0,2015,1197,Automatic,59000,Second Owner,Petrol,5,17.21,Hatchback
16470,Maruti Ciaz 1.3 Zeta,775000.0,2016,1248,Manual,75000,First Owner,Diesel,5,28.09,Sedan
16471,Renault Duster 85PS Diesel RxZ,975000.0,2018,1461,Manual,67000,First Owner,Diesel,5,19.87,SUV
16472,Hyundai Creta 1.6 SX Option,1275000.0,2018,1591,Manual,31000,First Owner,Petrol,5,15.8,SUV
16473,Honda City i-VTEC CVT ZX,1680000.0,2022,1497,Automatic,5000,First Owner,Petrol,5,18.0,Sedan
16474,Hyundai i20 1.2 Asta,350000.0,2010,1197,Manual,45000,Second Owner,Petrol,5,17.0,Hatchback
16475,Kia Seltos HTK G,1190000.0,2019,1497,Manual,26000,First Owner,Petrol,5,16.8,SUV
16476,Datsun RediGO T Option,310000.0,2018,799,Manual,38000,Second Owner,Petrol,5,22.7,Hatchback
16477,Hyundai i20 Active 1.2 S,665000.0,2015,1197,Manual,41451,First Owner,Petrol,5,17.19,Hatchback
16478,Hyundai i20 Sportz 1.4 CRDi,484999.99999999994,2013,1396,Manual,93000,First Owner,Diesel,5,21.9,Hatchback
16479,Maruti SX4 S Cross Zeta,1085000.0,2021,1462,Manual,24305,First Owner,Petrol,5,18.55,SUV
16480,Hyundai i20 Asta IVT,1102000.0,2021,1197,Automatic,2482,First Owner,Petrol,5,19.65,Hatchback
16481,Hyundai i20 1.2 Spotz,744000.0,2018,1197,Manual,41552,First Owner,Petrol,5,18.6,Hatchback
16482,Mercedes-Benz S-Class S 350 d,5900000.0,2016,2925,Automatic,36000,Second Owner,Diesel,5,13.5,Sedan
