,full_name,brand,resale_price,registered_year,engine_capacity,kms_driven,owner_type,transmission_type,fuel_type,mileage,body_type,seats
15788,Maruti Swift 1.2 VXi BSII,Maruti,320000.0,2008,1197.0,63000,First Owner,Manual,Petrol,16.1,Hatchback,5
15789,Honda City 1.5 S AT,Honda,495000.0,2013,1497.0,42000,Second Owner,Automatic,Petrol,16.8,Sedan,5
15790,Maruti Baleno RS,Maruti,790000.0,2018,998.0,57000,First Owner,Manual,Petrol,21.1,Hatchback,5
15791,Honda Jazz 1.2 VX i VTEC,Honda,690000.0,2018,1199.0,29000,First Owner,Manual,Petrol,18.7,Hatchback,5
15792,Mahindra XUV500 W11 Option,Mahindra,1800000.0,2019,2179.0,53000,First Owner,Manual,Diesel,15.1,SUV,7
15793,Mahindra TUV 300 T10,Mahindra,890000.0,2017,1493.0,23000,First Owner,Manual,Diesel,18.49,SUV,7
15794,Hyundai i20 Petrol Asta,Hyundai,690000.0,2017,1197.0,50000,Second Owner,Manual,Petrol,18.6,Hatchback,5
15795,Volkswagen Polo GT TSI,Volkswagen,795000.0,2016,1197.0,68000,First Owner,Automatic,Petrol,17.21,Hatchback,5
15796,Hyundai Creta 1.6 SX Automatic Diesel,Hyundai,1575000.0,2019,1582.0,56000,First Owner,Automatic,Diesel,17.6,SUV,5
15797,Kia Seltos GTX Plus DCT,Kia,1775000.0,2020,1353.0,19000,First Owner,Automatic,Petrol,16.5,SUV,5
15798,Mahindra XUV500 AT W9 2WD,Mahindra,1490000.0,2017,2179.0,41000,First Owner,Automatic,Diesel,16.0,SUV,7
15799,Honda City GXi,Honda,275000.0,2008,1497.0,80000,Second Owner,Manual,Petrol,17.7,Sedan,5
15800,Kia Seltos GTX Plus Diesel AT,Kia,1730000.0,2019,1493.0,51000,First Owner,Automatic,Diesel,18.0,SUV,5
15801,Volkswagen Polo 1.5 TDI Highline Plus,Volkswagen,875000.0,2017,1498.0,53000,First Owner,Manual,Diesel,20.14,Hatchback,5
15802,Hyundai i20 1.2 Asta Option,Hyundai,745000.0,2018,1197.0,63754,First Owner,Manual,Petrol,18.6,Hatchback,5
15803,Hyundai i10 Era LPG,Hyundai,385000.0,2012,1086.0,51234,First Owner,Manual,LPG,19.0,Hatchback,5
15804,Maruti Celerio ZXI Plus AMT BSVI,Maruti,725000.0,2022,998.0,5000,First Owner,Automatic,Petrol,26.0,Hatchback,5
15805,Volkswagen Polo GT 1.5 TDI,Volkswagen,890000.0,2017,1498.0,50000,First Owner,Manual,Diesel,21.49,Hatchback,5
15806,Maruti XL6 Zeta AT,Maruti,1390000.0,2021,1462.0,23000,First Owner,Automatic,Petrol,17.99,MUV,6
15807,Ford Endeavour Titanium Plus 4X4 AT,Ford,3600000.0,2020,1996.0,51000,Second Owner,Automatic,Diesel,12.4,SUV,7
15808,Renault Kiger RXT Turbo,Renault,785000.0,2021,999.0,7672,First Owner,Manual,Petrol,20.5,SUV,5
15809,Ford Ecosport 1.5 Petrol Titanium Plus BSIV,Ford,1075000.0,2020,1497.0,52000,First Owner,Manual,Petrol,17.0,SUV,5
15810,BMW 5 Series 520d Luxury Line,BMW,4500000.0,2018,1995.0,45000,Second Owner,Automatic,Diesel,20.37,Sedan,5
15811,Porsche Macan 2L,Porsche,5975000.0,2017,1984.0,41900,First Owner,Automatic,Petrol,13.6,SUV,5
15812,Tata Tigor XZA Plus,Tata,785000.0,2020,1199.0,39066,First Owner,Automatic,Petrol,20.3,Sedan,5
15813,Volkswagen Polo 1.2 MPI Highline,Volkswagen,645000.0,2016,1199.0,92000,Second Owner,Manual,Petrol,16.2,Hatchback,5
15814,Honda Jazz 1.2 S i VTEC,Honda,595000.0,2017,1199.0,39452,First Owner,Manual,Petrol,18.7,Hatchback,5
15815,Renault Triber RXZ BSIV,Renault,725000.0,2020,999.0,20796,First Owner,Manual,Petrol,20.0,MUV,7
15816,Tata Altroz XZ Option,Tata,875000.0,2022,1199.0,7767,First Owner,Manual,Petrol,18.53,Hatchback,5
15817,Renault KWID RXT,Renault,401000.0,2017,799.0,10230,First Owner,Manual,Petrol,25.17,Hatchback,5
15818,Mahindra Scorpio S7,Mahindra,1642000.0000000002,2022,2179.0,34925,First Owner,Manual,Diesel,15.4,SUV,7
15819,Ford Ecosport 1.5 Diesel Titanium Plus,Ford,865000.0,2019,1498.0,69000,First Owner,Manual,Diesel,21.7,SUV,5
15820,Volkswagen Polo 1.5 TDI Highline,Volkswagen,675000.0,2016,1498.0,73000,First Owner,Manual,Diesel,20.14,Hatchback,5
15821,Ford Figo 1.5P Titanium AT,Ford,545000.0,2018,1499.0,57000,Second Owner,Automatic,Petrol,17.01,Hatchback,5
15822,Tata Nexon XZ Plus Diesel S,Tata,1095000.0,2020,1497.0,38000,Second Owner,Manual,Diesel,21.19,SUV,5
15823,Volkswagen Ameo 1.5 TDI Highline Plus AT,Volkswagen,685000.0,2016,1498.0,63000,First Owner,Automatic,Diesel,22.0,Sedan,5
15824,Maruti Baleno 1.2 CVT Zeta,Maruti,725000.0,2017,1197.0,15000,Second Owner,Automatic,Petrol,21.4,Hatchback,5
15825,Toyota Innova Crysta 2.4 GX MT,Toyota,2100000.0,2018,2393.0,32900,First Owner,Manual,Diesel,13.68,MUV,7
15826,Audi Q7 4.2 TDI quattro,Audi,5800000.0,2017,4134.0,73000,First Owner,Automatic,Diesel,11.33,SUV,7
15827,Mercedes-Benz GLC 220,Mercedes-Benz,4500000.0,2019,2143.0,50000,First Owner,Automatic,Diesel,17.9,SUV,5
15828,Maruti Alto 800 VXI,Maruti,400000.0,2018,796.0,69107,First Owner,Manual,Petrol,24.7,Hatchback,5
15829,Volvo XC 90 D5 Momentum,Volvo,5475000.0,2018,1969.0,76000,Second Owner,Automatic,Diesel,17.2,SUV,7
15830,Maruti SX4 S Cross DDiS 200 Sigma,Maruti,725000.0,2016,1248.0,60511,Second Owner,Manual,Diesel,23.65,SUV,5
15831,Maruti Alto 800 VXI,Maruti,405000.0,2018,796.0,57998,First Owner,Manual,Petrol,24.7,Hatchback,5
15832,Skoda Rapid 1.5 TDI AT Ambition,Skoda,565000.0,2015,1498.0,127936,Second Owner,Automatic,Diesel,21.66,Sedan,5
15833,Maruti Alto 800 LXI,Maruti,315000.0,2015,796.0,34326,Second Owner,Manual,Petrol,22.74,Hatchback,5
15834,Volkswagen Ameo 1.5 TDI Highline AT,Volkswagen,675000.0,2017,1498.0,97395,First Owner,Automatic,Diesel,22.0,Sedan,5
15835,Maruti Ciaz VXi,Maruti,645000.0,2016,1373.0,55966,First Owner,Manual,Petrol,20.73,Sedan,5
15836,Maruti Swift AMT ZXI BSIV,Maruti,745000.0,2018,1197.0,52116,First Owner,Automatic,Petrol,22.0,Hatchback,5
15837,Maruti Ignis 1.2 Delta BSIV,Maruti,585000.0,2017,1197.0,37950,First Owner,Manual,Petrol,20.89,Hatchback,5
15838,Maruti Ertiga VXI ABS,Maruti,685000.0,2014,1373.0,47193,Second Owner,Manual,Petrol,16.02,MUV,7
15839,Hyundai EON D Lite,Hyundai,299000.0,2014,814.0,27687,Second Owner,Manual,Petrol,21.1,Hatchback,5
15840,Hyundai Xcent 1.2 Kappa S,Hyundai,400000.0,2014,1197.0,76444,First Owner,Manual,Petrol,19.1,Sedan,5
15841,Tata Punch Creative IRA BSVI,Tata,844999.9999999999,2021,1199.0,13221,First Owner,Manual,Petrol,20.09,SUV,5
15842,Maruti Ertiga VXI ABS,Maruti,645000.0,2013,1373.0,67471,Second Owner,Manual,Petrol,16.02,MUV,7
15843,Hyundai Grand i10 AT Asta,Hyundai,565000.0,2015,1197.0,46423,First Owner,Automatic,Petrol,18.9,Hatchback,5
15844,Hyundai i20 Sportz Turbo iMT,Hyundai,850000.0,2021,998.0,6300,Second Owner,Manual,Petrol,20.0,Hatchback,5
15845,Honda CR-V 2.4L 4WD AT,Honda,935000.0,2012,2354.0,85565,Second Owner,Automatic,Petrol,12.0,SUV,5
15846,Kia Carnival Limousine,Kia,3200000.0,2020,2199.0,73517,First Owner,Automatic,Diesel,14.11,MUV,7
15847,Maruti SX4 VXI,Maruti,325000.0,2010,1586.0,39000,First Owner,Manual,Petrol,15.5,Sedan,5
15848,Maruti Celerio ZXI AMT,Maruti,545000.0,2017,998.0,23993,Second Owner,Automatic,Petrol,21.63,Hatchback,5
15849,Renault Captur 1.5 Diesel Platine,Renault,949000.0,2018,1461.0,46071,First Owner,Manual,Diesel,20.37,SUV,5
15850,Hyundai Verna 1.6 SX,Hyundai,565000.0,2012,1582.0,62771,First Owner,Manual,Diesel,22.32,Sedan,5
15851,Maruti Swift VXI,Maruti,585000.0,2016,1197.0,33647,First Owner,Manual,Petrol,21.21,Hatchback,5
15852,Mahindra XUV500 W9 BSIV,Mahindra,1668000.0,2019,2179.0,40562,Second Owner,Manual,Diesel,15.1,SUV,7
15853,Hyundai Grand i10 1.2 Kappa Sportz BSIV,Hyundai,655000.0,2018,1197.0,8752,First Owner,Manual,Petrol,18.9,Hatchback,5
15854,Maruti Baleno Zeta CVT,Maruti,749000.0,2017,1197.0,27015,Second Owner,Automatic,Petrol,19.56,Hatchback,5
15855,Honda Jazz 1.2 S i VTEC,Honda,645000.0,2017,1199.0,36465,First Owner,Manual,Petrol,18.7,Hatchback,5
15856,Maruti SX4 S Cross Zeta,Maruti,994999.9999999999,2020,1462.0,50222,First Owner,Manual,Petrol,18.55,SUV,5
15857,Maruti Ritz LDi,Maruti,535000.0,2016,1248.0,40577,First Owner,Manual,Diesel,21.1,Hatchback,5
15858,Toyota Urban cruiser Premium AT,Toyota,1223000.0,2021,1462.0,22207,First Owner,Automatic,Petrol,18.76,SUV,5
15859,Toyota Fortuner 4x2 AT,Toyota,1950000.0,2014,2982.0,66000,First Owner,Automatic,Diesel,12.55,SUV,7
15860,Volkswagen Polo 1.5 TDI Highline,Volkswagen,665000.0,2014,1498.0,58652,First Owner,Manual,Diesel,20.14,Hatchback,5
15861,Hyundai Verna 1.6 SX,Hyundai,625000.0,2014,1582.0,64000,Second Owner,Manual,Diesel,22.32,Sedan,5
15862,Volkswagen Vento 1.6 Highline Plus 16 Alloy,Volkswagen,595000.0,2015,1598.0,80000,Third Owner,Manual,Petrol,16.09,Sedan,5
15863,BMW 3 Series 320d Luxury Line,BMW,1050000.0,2013,1995.0,79000,Third Owner,Automatic,Diesel,18.88,Sedan,5
15864,Renault Duster Petrol RXS,Renault,835000.0,2019,1498.0,31000,Second Owner,Manual,Petrol,14.99,SUV,5
15865,Renault Lodgy 85PS RxL,Renault,750000.0,2018,1461.0,71000,Second Owner,Manual,Diesel,21.04,MUV,8
15866,Mercedes-Benz CLA 200 Sport Edition,Mercedes-Benz,1675000.0,2015,1991.0,113000,Fourth Owner,Automatic,Petrol,15.04,Sedan,5
15867,Skoda Rapid 1.5 TDI AT Elegance Plus Black Package,Skoda,575000.0,2015,1498.0,122000,Third Owner,Automatic,Diesel,21.66,Sedan,5
15868,Renault Pulse Petrol RxZ,Renault,325000.0,2013,1198.0,43000,Second Owner,Manual,Petrol,18.06,Hatchback,5
15869,Maruti SX4 Zxi with Leather BSIII,Maruti,395000.0,2012,1586.0,141000,First Owner,Manual,Petrol,15.6,Sedan,5
15870,Toyota Innova 2.5 VX (Diesel) 7 Seater,Toyota,1550000.0,2016,2494.0,80000,First Owner,Manual,Diesel,12.99,MUV,7
15871,Mahindra XUV500 W6 2WD,Mahindra,835000.0,2014,2179.0,72102,Second Owner,Manual,Diesel,15.1,SUV,7
15872,Hyundai i10 Magna 1.2 iTech SE,Hyundai,395000.0,2013,1197.0,79000,First Owner,Manual,Petrol,20.36,Hatchback,5
15873,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Toyota,1330000.0,2015,2494.0,129000,First Owner,Manual,Diesel,12.99,MUV,8
15874,Skoda Rapid 1.6 TDI Elegance Plus,Skoda,650000.0,2013,1598.0,37949,First Owner,Manual,Diesel,20.5,Sedan,5
15875,Mahindra XUV500 W6 2WD,Mahindra,894999.9999999999,2014,2179.0,59618,First Owner,Manual,Diesel,16.0,SUV,7
15876,Nissan Micra XL,Nissan,390000.0,2016,1198.0,17512,Second Owner,Manual,Petrol,18.44,Hatchback,5
15877,Honda Brio VX AT,Honda,395000.0,2014,1198.0,65000,Second Owner,Automatic,Petrol,16.5,Hatchback,5
15878,Mercedes-Benz A Class A180 Sport Edition,Mercedes-Benz,1450000.0,2013,1595.0,34500,Third Owner,Automatic,Petrol,15.5,Hatchback,5
15879,Ford Figo Diesel LXI,Ford,235000.0,2011,1399.0,110000,First Owner,Manual,Diesel,20.0,Hatchback,5
15880,BMW 5 Series 530d Highline,BMW,699000.0,2009,2993.0,59000,Second Owner,Automatic,Diesel,11.5,Sedan,5
15881,Tata Tiago 1.2 Revotron XZ,Tata,465000.00000000006,2019,1199.0,69000,Second Owner,Manual,Petrol,23.84,Hatchback,5
15882,Nissan Micra XE,Nissan,390000.0,2010,1198.0,44824,Second Owner,Manual,Petrol,18.06,Hatchback,5
15883,Volkswagen Polo Diesel Trendline 1.2L,Volkswagen,475000.0,2013,1199.0,75046,First Owner,Manual,Diesel,22.07,Hatchback,5
15884,Mahindra Scorpio S11,Mahindra,1900000.0,2022,2179.0,4000,First Owner,Manual,Diesel,15.4,SUV,7
15885,Maruti SX4 ZXI MT BSIV,Maruti,350000.0,2007,1586.0,38000,Second Owner,Manual,Petrol,15.5,Sedan,5
15886,Hyundai Verna VTVT 1.6 SX Option,Hyundai,975000.0,2018,1591.0,69000,First Owner,Manual,Petrol,17.0,Sedan,5
15887,Mercedes-Benz A Class A200 CDI,Mercedes-Benz,1550000.0,2016,2143.0,87000,First Owner,Automatic,Diesel,20.0,Hatchback,5
15888,Maruti Swift VXI BSVI,Maruti,710000.0,2021,1197.0,36000,First Owner,Manual,Petrol,22.38,Hatchback,5
15889,Maruti Baleno 1.3 Delta,Maruti,699000.0,2016,1248.0,43048,First Owner,Manual,Diesel,27.39,Hatchback,5
15890,Jeep Compass 1.4 Limited,Jeep,1775000.0,2018,1368.0,33000,First Owner,Automatic,Petrol,16.0,SUV,5
15891,Maruti Ciaz ZXi,Maruti,590000.0,2014,1373.0,74854,Second Owner,Manual,Petrol,20.73,Sedan,5
15892,BMW 3 Series 320d Sport,BMW,2275000.0,2016,1995.0,68000,Second Owner,Automatic,Diesel,22.69,Sedan,5
15893,Mercedes-Benz B Class B200 Sport CDI,Mercedes-Benz,1750000.0,2015,2147.0,42000,Second Owner,Automatic,Diesel,15.0,Hatchback,5
15894,Maruti Baleno Delta,Maruti,691000.0,2019,1197.0,59861,First Owner,Manual,Petrol,21.01,Hatchback,5
15895,Kia Seltos HTK Plus D,Kia,1445000.0,2019,1493.0,36867,First Owner,Manual,Diesel,20.8,SUV,5
15896,Maruti Celerio ZXI AT,Maruti,495000.0,2016,998.0,30937,First Owner,Automatic,Petrol,23.1,Hatchback,5
15897,Hyundai Grand i10 1.2 Kappa Magna BSIV,Hyundai,557000.0,2017,1197.0,35683,First Owner,Manual,Petrol,18.9,Hatchback,5
15898,Land Rover Range Rover 3.0 Diesel LWB Vogue,Land,155000.0,2017,2995.0,39000,Second Owner,Automatic,Diesel,13.33,SUV,5
15899,Toyota Fortuner 4x2 Manual,Toyota,1825000.0,2014,2982.0,117305,Second Owner,Manual,Diesel,13.0,SUV,7
15900,Mahindra XUV500 W8 2WD,Mahindra,950000.0,2013,2179.0,78698,First Owner,Manual,Diesel,15.1,SUV,7
15901,Renault KWID 1.0 RXT,Renault,399000.0,2017,999.0,5407,First Owner,Manual,Petrol,23.01,Hatchback,5
15902,Hyundai i20 Magna 1.4 CRDi (Diesel),Hyundai,484999.99999999994,2012,1396.0,86873,First Owner,Manual,Diesel,21.9,Hatchback,5
15903,Hyundai i20 1.2 Asta Dual Tone,Hyundai,838000.0000000001,2018,1197.0,3437,First Owner,Manual,Petrol,18.6,Hatchback,5
15904,Renault Duster 1.5 Petrol RXL,Renault,755000.0,2017,1498.0,42772,First Owner,Manual,Petrol,14.19,SUV,5
15905,Tata Tigor 1.05 Revotorq XM,Tata,625000.0,2019,1047.0,13099,First Owner,Manual,Diesel,24.7,Sedan,5
15906,Honda City i-DTEC ZX,Honda,1100000.0,2017,1498.0,80562,First Owner,Manual,Diesel,25.6,Sedan,5
15907,Maruti Zen Estilo LXI BSIII,Maruti,210000.0,2010,998.0,79075,First Owner,Manual,Petrol,18.2,Hatchback,5
15908,Volkswagen Polo 1.0 MPI Trendline,Volkswagen,687000.0,2019,999.0,55000,First Owner,Manual,Petrol,17.74,Hatchback,5
15909,Audi Q3 2.0 TDI,Audi,1675000.0,2014,1968.0,108000,Third Owner,Automatic,Diesel,15.73,SUV,5
15910,Mahindra Bolero Neo N10 Limited Edition,Mahindra,1095000.0,2022,1493.0,9000,First Owner,Manual,Diesel,17.29,SUV,7
15911,Mahindra Scorpio 2.6 SLX,Mahindra,275000.0,2005,2179.0,125000,First Owner,Manual,Diesel,10.5,SUV,8
15912,Maruti Ertiga BSIV ZXI Plus,Maruti,1075000.0,2019,1373.0,45000,First Owner,Manual,Petrol,17.5,MUV,7
15913,Tata Tiago 1.2 Revotron XZ,Tata,545000.0,2018,1199.0,58116,Second Owner,Manual,Petrol,23.84,Hatchback,5
15914,Tata Punch Creative IRA BSVI,Tata,787000.0,2021,1199.0,19125,First Owner,Manual,Petrol,20.09,SUV,5
15915,Honda Jazz 1.2 VX i VTEC,Honda,637000.0,2018,1199.0,71165,Second Owner,Manual,Petrol,18.7,Hatchback,5
15916,Hyundai Venue SX Turbo iMT,Hyundai,1112000.0,2021,998.0,23903,First Owner,Manual,Petrol,18.0,SUV,5
15917,Toyota Fortuner 4x2 AT,Toyota,1948999.9999999998,2014,2982.0,81184,First Owner,Automatic,Diesel,12.55,SUV,7
15918,Hyundai Verna VTVT 1.6 SX,Hyundai,899000.0,2018,1591.0,61208,First Owner,Manual,Petrol,17.0,Sedan,5
15919,Maruti Ciaz 1.4 AT Zeta,Maruti,800000.0,2018,1373.0,74952,First Owner,Automatic,Petrol,19.12,Sedan,5
15920,Maruti Swift VXI AMT BSVI,Maruti,805000.0000000001,2021,1197.0,14703,First Owner,Automatic,Petrol,22.56,Hatchback,5
15921,Honda Brio S MT,Honda,385000.0,2013,1198.0,80000,First Owner,Manual,Petrol,19.4,Hatchback,5
15922,Honda Brio S MT,Honda,390000.0,2013,1198.0,34700,First Owner,Manual,Petrol,19.4,Hatchback,5
15923,Mercedes-Benz S-Class S 350 CDI,Mercedes-Benz,4900000.0,2014,2987.0,36000,Second Owner,Automatic,Diesel,13.5,Sedan,5
15924,Toyota Land Cruiser Prado TX,Toyota,6575000.0,2011,2982.0,57001,Third Owner,Automatic,Diesel,11.0,SUV,7
15925,Tata Nexon 1.5 Revotorq XZ Plus,Tata,994999.9999999999,2018,1497.0,23251,First Owner,Manual,Diesel,21.5,SUV,5
15926,Honda City V AT,Honda,575000.0,2012,1497.0,54627,First Owner,Automatic,Petrol,15.6,Sedan,5
15927,Volkswagen Polo Petrol Comfortline 1.2L,Volkswagen,525000.0,2014,1198.0,66736,Second Owner,Manual,Petrol,16.47,Hatchback,5
15928,Maruti Swift ZXI BSVI,Maruti,838000.0000000001,2022,1197.0,19259,First Owner,Manual,Petrol,22.38,Hatchback,5
15929,Maruti XL6 Zeta,Maruti,1134000.0,2020,1462.0,60920,First Owner,Manual,Petrol,19.01,MUV,6
15930,Hyundai i20 Sportz Diesel,Hyundai,1084000.0,2022,1493.0,23237,First Owner,Manual,Diesel,25.0,Hatchback,5
15931,Volkswagen Polo GT TSI,Volkswagen,775000.0,2015,1197.0,59000,Second Owner,Automatic,Petrol,17.21,Hatchback,5
15932,Maruti Ciaz 1.3 Zeta,Maruti,775000.0,2016,1248.0,75000,First Owner,Manual,Diesel,28.09,Sedan,5
15933,Renault Duster 85PS Diesel RxZ,Renault,975000.0,2018,1461.0,67000,First Owner,Manual,Diesel,19.87,SUV,5
15934,Hyundai Creta 1.6 SX Option,Hyundai,1275000.0,2018,1591.0,31000,First Owner,Manual,Petrol,15.8,SUV,5
15935,Honda City i-VTEC CVT ZX,Honda,1680000.0,2022,1497.0,5000,First Owner,Automatic,Petrol,18.0,Sedan,5
15936,Hyundai i20 1.2 Asta,Hyundai,350000.0,2010,1197.0,45000,Second Owner,Manual,Petrol,17.0,Hatchback,5
15937,Kia Seltos HTK G,Kia,1190000.0,2019,1497.0,26000,First Owner,Manual,Petrol,16.8,SUV,5
15938,Datsun RediGO T Option,Datsun,310000.0,2018,799.0,38000,Second Owner,Manual,Petrol,22.7,Hatchback,5
15939,Hyundai i20 Active 1.2 S,Hyundai,665000.0,2015,1197.0,41451,First Owner,Manual,Petrol,17.19,Hatchback,5
15940,Hyundai i20 Sportz 1.4 CRDi,Hyundai,484999.99999999994,2013,1396.0,93000,First Owner,Manual,Diesel,21.9,Hatchback,5
15941,Maruti SX4 S Cross Zeta,Maruti,1085000.0,2021,1462.0,24305,First Owner,Manual,Petrol,18.55,SUV,5
15942,Hyundai i20 Asta IVT,Hyundai,1102000.0,2021,1197.0,2482,First Owner,Automatic,Petrol,19.65,Hatchback,5
15943,Hyundai i20 1.2 Spotz,Hyundai,744000.0,2018,1197.0,41552,First Owner,Manual,Petrol,18.6,Hatchback,5
15944,Mercedes-Benz S-Class S 350 d,Mercedes-Benz,5900000.0,2016,2925.0,36000,Second Owner,Automatic,Diesel,13.5,Sedan,5
15945,Honda Brio VX AT,Honda,545000.0,2015,1198.0,29000,Second Owner,Automatic,Petrol,16.5,Hatchback,5
15946,Ford Ecosport 1.5 DV5 MT Titanium,Ford,550000.0,2013,1498.0,127000,Second Owner,Manual,Diesel,22.7,SUV,5
15947,Hyundai i20 1.2 Asta,Hyundai,825000.0,2019,1197.0,45000,Second Owner,Manual,Petrol,18.6,Hatchback,5
15948,Renault KWID 1.0 RXT Opt,Renault,590000.0,2022,999.0,16691,First Owner,Manual,Petrol,21.74,Hatchback,5
15949,Hyundai Grand i10 Nios Sportz,Hyundai,665000.0,2019,1197.0,25400,First Owner,Manual,Petrol,20.7,Hatchback,5
15950,Mercedes-Benz GLA Class 200 d Sport,Mercedes-Benz,2700000.0,2018,2143.0,40000,Second Owner,Automatic,Diesel,17.9,SUV,5
15951,Tata Harrier XZ BSIV,Tata,1695000.0,2019,1956.0,20564,First Owner,Manual,Diesel,17.0,SUV,5
15952,Honda Amaze S i-Vtech,Honda,415000.00000000006,2013,1198.0,74252,First Owner,Manual,Petrol,18.0,Sedan,5
15953,Maruti Swift Dzire VXI 1.2,Maruti,675000.0,2017,1197.0,24119,First Owner,Manual,Petrol,21.21,Sedan,5
15954,Mini 3 DOOR S,Mini,3500000.0,2016,1998.0,40000,First Owner,Automatic,Petrol,17.33,Hatchback,4
15955,BMW X7 xDrive30d DPE Signature,BMW,110000.00000000001,2020,2993.0,24000,First Owner,Automatic,Diesel,13.38,SUV,7
15956,Volkswagen Polo GT TSI,Volkswagen,925000.0,2018,1197.0,42000,Second Owner,Automatic,Petrol,17.21,Hatchback,5
15957,Volkswagen Polo Diesel Comfortline 1.2L,Volkswagen,500000.0,2014,1199.0,43000,Second Owner,Manual,Diesel,22.07,Hatchback,5
15958,Fiat Punto 1.3 Dynamic,Fiat,475000.0,2015,1248.0,57367,First Owner,Manual,Diesel,20.3,Hatchback,5
15959,Honda WR-V i-VTEC VX,Honda,875000.0,2019,1199.0,51338,First Owner,Manual,Petrol,17.5,SUV,5
15960,Honda Amaze S Petrol,Honda,675000.0,2019,1199.0,54856,First Owner,Manual,Petrol,18.6,Sedan,5
15961,Hyundai i10 Era,Hyundai,348000.0,2013,1086.0,56094,Second Owner,Manual,Petrol,19.81,Hatchback,5
15962,Maruti Swift Dzire ZDI,Maruti,834000.0,2018,1248.0,57180,First Owner,Manual,Diesel,28.4,Sedan,5
15963,Maruti Wagon R LXI BS IV,Maruti,405999.99999999994,2015,998.0,50936,Second Owner,Manual,Petrol,20.51,Hatchback,5
15964,Renault KWID 1.0 AMT RXL,Renault,417000.0,2018,999.0,30285,Second Owner,Automatic,Petrol,24.04,Hatchback,5
15965,Hyundai Venue SX Turbo,Hyundai,994999.9999999999,2020,998.0,33764,First Owner,Manual,Petrol,18.27,SUV,5
15966,Renault Duster 110PS Diesel RxZ AMT,Renault,861000.0,2016,1461.0,72666,Second Owner,Automatic,Diesel,19.6,SUV,5
15967,Ford Fiesta Diesel Style,Ford,395000.0,2012,1498.0,80000,Second Owner,Manual,Diesel,23.5,Sedan,5
15968,Hyundai i20 1.4 Magna AT,Hyundai,750000.0,2019,1368.0,29000,First Owner,Automatic,Petrol,18.6,Hatchback,5
15969,Ford Ecosport 1.5 Diesel Titanium BSIV,Ford,745000.0,2016,1498.0,65000,First Owner,Manual,Diesel,23.0,SUV,5
15970,Maruti Celerio VXI,Maruti,495000.0,2016,998.0,45000,First Owner,Manual,Petrol,23.1,Hatchback,5
15971,Skoda Fabia 1.2 MPI Ambition Plus,Skoda,370000.0,2012,1198.0,60000,First Owner,Manual,Petrol,16.25,Hatchback,5
15972,Mahindra Thar LX 4-Str Hard Top Diesel BSVI,Mahindra,1625000.0,2021,2184.0,39000,Second Owner,Manual,Diesel,15.2,SUV,4
15973,Maruti Ertiga VXI Limited Edition,Maruti,725000.0,2017,1373.0,115000,Second Owner,Manual,Petrol,17.5,MUV,7
15974,Ford Aspire 1.2 Ti-VCT Titanium Plus,Ford,550000.0,2017,1196.0,44000,First Owner,Manual,Petrol,18.16,Sedan,5
15975,Ford Ecosport 1.5 Petrol Titanium AT,Ford,685000.0,2015,1496.0,59000,Second Owner,Automatic,Petrol,14.7,SUV,5
15976,Renault Duster Petrol RxL,Renault,695000.0,2015,1598.0,67000,First Owner,Manual,Petrol,13.24,SUV,5
15977,Maruti Swift Dzire AMT VXI,Maruti,668000.0,2017,1197.0,57211,First Owner,Automatic,Petrol,21.21,Sedan,5
15978,Maruti Baleno Alpha CVT,Maruti,899000.0,2019,1197.0,35135,First Owner,Automatic,Petrol,19.56,Hatchback,5
15979,Maruti Ritz VDi,Maruti,509999.99999999994,2014,1248.0,75000,Second Owner,Manual,Diesel,23.2,Hatchback,5
15980,Toyota Innova Crysta 2.4 GX 7 STR,Toyota,2150000.0,2020,2393.0,85000,First Owner,Manual,Diesel,12.0,MUV,7
15981,Maruti Ciaz 1.4 AT Alpha,Maruti,825000.0,2017,1373.0,32000,First Owner,Automatic,Petrol,19.12,Sedan,5
15982,Maruti Ignis 1.3 Delta,Maruti,690000.0,2018,1248.0,40000,Second Owner,Manual,Diesel,26.8,Hatchback,5
15983,Tata Nexon 1.2 Revotron XZA Plus,Tata,1016000.0,2019,1198.0,40045,First Owner,Automatic,Petrol,17.0,SUV,5
15984,Ford Ecosport 1.5 Petrol Titanium Plus AT BSIV,Ford,781000.0,2018,1497.0,64345,First Owner,Automatic,Petrol,14.8,SUV,5
15985,Mercedes-Benz GLS 350d 4MATIC,Mercedes-Benz,5900000.0,2016,2987.0,36000,Second Owner,Automatic,Diesel,11.0,SUV,7
15986,Hyundai i20 Magna Plus BSIV,Hyundai,733000.0,2019,1197.0,39302,First Owner,Manual,Petrol,18.6,Hatchback,5
15987,BMW 3 Series 320d,BMW,1107000.0,2010,1995.0,4936,First Owner,Automatic,Diesel,13.2,Sedan,5
15988,Hyundai Creta 1.6 VTVT SX Plus,Hyundai,856000.0,2016,1591.0,75120,Second Owner,Manual,Petrol,13.0,SUV,5
15989,Maruti Swift VXI,Maruti,535000.0,2015,1197.0,119128,Second Owner,Manual,Petrol,21.21,Hatchback,5
15990,Hyundai Grand i10 1.2 Kappa Sportz BSIV,Hyundai,615000.0,2019,1197.0,36176,First Owner,Manual,Petrol,18.9,Hatchback,5
